Frame,Left_Palm_Position_X,Left_Palm_Position_Y,Left_Palm_Position_Z,Left_Palm_Direction_X,Left_Palm_Direction_Y,Left_Palm_Direction_Z,Left_Palm_Velocity,Left_Palm_Acceleration,Left_Thumb_Proximal_Position_X,Left_Thumb_Proximal_Position_Y,Left_Thumb_Proximal_Position_Z,Left_Thumb_Proximal_Direction_X,Left_Thumb_Proximal_Direction_Y,Left_Thumb_Proximal_Direction_Z,Left_Thumb_Proximal_Velocity,Left_Thumb_Proximal_Acceleration,Left_Thumb_Distal_Position_X,Left_Thumb_Distal_Position_Y,Left_Thumb_Distal_Position_Z,Left_Thumb_Distal_Direction_X,Left_Thumb_Distal_Direction_Y,Left_Thumb_Distal_Direction_Z,Left_Thumb_Distal_Velocity,Left_Thumb_Distal_Acceleration,Left_Thumb_Tip_Position_X,Left_Thumb_Tip_Position_Y,Left_Thumb_Tip_Position_Z,Left_Thumb_Tip_Direction_X,Left_Thumb_Tip_Direction_Y,Left_Thumb_Tip_Direction_Z,Left_Thumb_Tip_Velocity,Left_Thumb_Tip_Acceleration,Left_Index_Knuckle_Position_X,Left_Index_Knuckle_Position_Y,Left_Index_Knuckle_Position_Z,Left_Index_Knuckle_Direction_X,Left_Index_Knuckle_Direction_Y,Left_Index_Knuckle_Direction_Z,Left_Index_Knuckle_Velocity,Left_Index_Knuckle_Acceleration,Left_Index_Middle_Position_X,Left_Index_Middle_Position_Y,Left_Index_Middle_Position_Z,Left_Index_Middle_Direction_X,Left_Index_Middle_Direction_Y,Left_Index_Middle_Direction_Z,Left_Index_Middle_Velocity,Left_Index_Middle_Acceleration,Left_Index_Distal_Position_X,Left_Index_Distal_Position_Y,Left_Index_Distal_Position_Z,Left_Index_Distal_Direction_X,Left_Index_Distal_Direction_Y,Left_Index_Distal_Direction_Z,Left_Index_Distal_Velocity,Left_Index_Distal_Acceleration,Left_Index_Tip_Position_X,Left_Index_Tip_Position_Y,Left_Index_Tip_Position_Z,Left_Index_Tip_Direction_X,Left_Index_Tip_Direction_Y,Left_Index_Tip_Direction_Z,Left_Index_Tip_Velocity,Left_Index_Tip_Acceleration,Left_Middle_Knuckle_Position_X,Left_Middle_Knuckle_Position_Y,Left_Middle_Knuckle_Position_Z,Left_Middle_Knuckle_Direction_X,Left_Middle_Knuckle_Direction_Y,Left_Middle_Knuckle_Direction_Z,Left_Middle_Knuckle_Velocity,Left_Middle_Knuckle_Acceleration,Left_Middle_Middle_Position_X,Left_Middle_Middle_Position_Y,Left_Middle_Middle_Position_Z,Left_Middle_Middle_Direction_X,Left_Middle_Middle_Direction_Y,Left_Middle_Middle_Direction_Z,Left_Middle_Middle_Velocity,Left_Middle_Middle_Acceleration,Left_Middle_Distal_Position_X,Left_Middle_Distal_Position_Y,Left_Middle_Distal_Position_Z,Left_Middle_Distal_Direction_X,Left_Middle_Distal_Direction_Y,Left_Middle_Distal_Direction_Z,Left_Middle_Distal_Velocity,Left_Middle_Distal_Acceleration,Left_Middle_Tip_Position_X,Left_Middle_Tip_Position_Y,Left_Middle_Tip_Position_Z,Left_Middle_Tip_Direction_X,Left_Middle_Tip_Direction_Y,Left_Middle_Tip_Direction_Z,Left_Middle_Tip_Velocity,Left_Middle_Tip_Acceleration,Left_Ring_Knuckle_Position_X,Left_Ring_Knuckle_Position_Y,Left_Ring_Knuckle_Position_Z,Left_Ring_Knuckle_Direction_X,Left_Ring_Knuckle_Direction_Y,Left_Ring_Knuckle_Direction_Z,Left_Ring_Knuckle_Velocity,Left_Ring_Knuckle_Acceleration,Left_Ring_Middle_Position_X,Left_Ring_Middle_Position_Y,Left_Ring_Middle_Position_Z,Left_Ring_Middle_Direction_X,Left_Ring_Middle_Direction_Y,Left_Ring_Middle_Direction_Z,Left_Ring_Middle_Velocity,Left_Ring_Middle_Acceleration,Left_Ring_Distal_Position_X,Left_Ring_Distal_Position_Y,Left_Ring_Distal_Position_Z,Left_Ring_Distal_Direction_X,Left_Ring_Distal_Direction_Y,Left_Ring_Distal_Direction_Z,Left_Ring_Distal_Velocity,Left_Ring_Distal_Acceleration,Left_Ring_Tip_Position_X,Left_Ring_Tip_Position_Y,Left_Ring_Tip_Position_Z,Left_Ring_Tip_Direction_X,Left_Ring_Tip_Direction_Y,Left_Ring_Tip_Direction_Z,Left_Ring_Tip_Velocity,Left_Ring_Tip_Acceleration,Left_Pinky_Knuckle_Position_X,Left_Pinky_Knuckle_Position_Y,Left_Pinky_Knuckle_Position_Z,Left_Pinky_Knuckle_Direction_X,Left_Pinky_Knuckle_Direction_Y,Left_Pinky_Knuckle_Direction_Z,Left_Pinky_Knuckle_Velocity,Left_Pinky_Knuckle_Acceleration,Left_Pinky_Middle_Position_X,Left_Pinky_Middle_Position_Y,Left_Pinky_Middle_Position_Z,Left_Pinky_Middle_Direction_X,Left_Pinky_Middle_Direction_Y,Left_Pinky_Middle_Direction_Z,Left_Pinky_Middle_Velocity,Left_Pinky_Middle_Acceleration,Left_Pinky_Distal_Position_X,Left_Pinky_Distal_Position_Y,Left_Pinky_Distal_Position_Z,Left_Pinky_Distal_Direction_X,Left_Pinky_Distal_Direction_Y,Left_Pinky_Distal_Direction_Z,Left_Pinky_Distal_Velocity,Left_Pinky_Distal_Acceleration,Left_Pinky_Tip_Position_X,Left_Pinky_Tip_Position_Y,Left_Pinky_Tip_Position_Z,Left_Pinky_Tip_Direction_X,Left_Pinky_Tip_Direction_Y,Left_Pinky_Tip_Direction_Z,Left_Pinky_Tip_Velocity,Left_Pinky_Tip_Acceleration,Right_Palm_Position_X,Right_Palm_Position_Y,Right_Palm_Position_Z,Right_Palm_Direction_X,Right_Palm_Direction_Y,Right_Palm_Direction_Z,Right_Palm_Velocity,Right_Palm_Acceleration,Right_Thumb_Proximal_Position_X,Right_Thumb_Proximal_Position_Y,Right_Thumb_Proximal_Position_Z,Right_Thumb_Proximal_Direction_X,Right_Thumb_Proximal_Direction_Y,Right_Thumb_Proximal_Direction_Z,Right_Thumb_Proximal_Velocity,Right_Thumb_Proximal_Acceleration,Right_Thumb_Distal_Position_X,Right_Thumb_Distal_Position_Y,Right_Thumb_Distal_Position_Z,Right_Thumb_Distal_Direction_X,Right_Thumb_Distal_Direction_Y,Right_Thumb_Distal_Direction_Z,Right_Thumb_Distal_Velocity,Right_Thumb_Distal_Acceleration,Right_Thumb_Tip_Position_X,Right_Thumb_Tip_Position_Y,Right_Thumb_Tip_Position_Z,Right_Thumb_Tip_Direction_X,Right_Thumb_Tip_Direction_Y,Right_Thumb_Tip_Direction_Z,Right_Thumb_Tip_Velocity,Right_Thumb_Tip_Acceleration,Right_Index_Knuckle_Position_X,Right_Index_Knuckle_Position_Y,Right_Index_Knuckle_Position_Z,Right_Index_Knuckle_Direction_X,Right_Index_Knuckle_Direction_Y,Right_Index_Knuckle_Direction_Z,Right_Index_Knuckle_Velocity,Right_Index_Knuckle_Acceleration,Right_Index_Middle_Position_X,Right_Index_Middle_Position_Y,Right_Index_Middle_Position_Z,Right_Index_Middle_Direction_X,Right_Index_Middle_Direction_Y,Right_Index_Middle_Direction_Z,Right_Index_Middle_Velocity,Right_Index_Middle_Acceleration,Right_Index_Distal_Position_X,Right_Index_Distal_Position_Y,Right_Index_Distal_Position_Z,Right_Index_Distal_Direction_X,Right_Index_Distal_Direction_Y,Right_Index_Distal_Direction_Z,Right_Index_Distal_Velocity,Right_Index_Distal_Acceleration,Right_Index_Tip_Position_X,Right_Index_Tip_Position_Y,Right_Index_Tip_Position_Z,Right_Index_Tip_Direction_X,Right_Index_Tip_Direction_Y,Right_Index_Tip_Direction_Z,Right_Index_Tip_Velocity,Right_Index_Tip_Acceleration,Right_Middle_Knuckle_Position_X,Right_Middle_Knuckle_Position_Y,Right_Middle_Knuckle_Position_Z,Right_Middle_Knuckle_Direction_X,Right_Middle_Knuckle_Direction_Y,Right_Middle_Knuckle_Direction_Z,Right_Middle_Knuckle_Velocity,Right_Middle_Knuckle_Acceleration,Right_Middle_Middle_Position_X,Right_Middle_Middle_Position_Y,Right_Middle_Middle_Position_Z,Right_Middle_Middle_Direction_X,Right_Middle_Middle_Direction_Y,Right_Middle_Middle_Direction_Z,Right_Middle_Middle_Velocity,Right_Middle_Middle_Acceleration,Right_Middle_Distal_Position_X,Right_Middle_Distal_Position_Y,Right_Middle_Distal_Position_Z,Right_Middle_Distal_Direction_X,Right_Middle_Distal_Direction_Y,Right_Middle_Distal_Direction_Z,Right_Middle_Distal_Velocity,Right_Middle_Distal_Acceleration,Right_Middle_Tip_Position_X,Right_Middle_Tip_Position_Y,Right_Middle_Tip_Position_Z,Right_Middle_Tip_Direction_X,Right_Middle_Tip_Direction_Y,Right_Middle_Tip_Direction_Z,Right_Middle_Tip_Velocity,Right_Middle_Tip_Acceleration,Right_Ring_Knuckle_Position_X,Right_Ring_Knuckle_Position_Y,Right_Ring_Knuckle_Position_Z,Right_Ring_Knuckle_Direction_X,Right_Ring_Knuckle_Direction_Y,Right_Ring_Knuckle_Direction_Z,Right_Ring_Knuckle_Velocity,Right_Ring_Knuckle_Acceleration,Right_Ring_Middle_Position_X,Right_Ring_Middle_Position_Y,Right_Ring_Middle_Position_Z,Right_Ring_Middle_Direction_X,Right_Ring_Middle_Direction_Y,Right_Ring_Middle_Direction_Z,Right_Ring_Middle_Velocity,Right_Ring_Middle_Acceleration,Right_Ring_Distal_Position_X,Right_Ring_Distal_Position_Y,Right_Ring_Distal_Position_Z,Right_Ring_Distal_Direction_X,Right_Ring_Distal_Direction_Y,Right_Ring_Distal_Direction_Z,Right_Ring_Distal_Velocity,Right_Ring_Distal_Acceleration,Right_Ring_Tip_Position_X,Right_Ring_Tip_Position_Y,Right_Ring_Tip_Position_Z,Right_Ring_Tip_Direction_X,Right_Ring_Tip_Direction_Y,Right_Ring_Tip_Direction_Z,Right_Ring_Tip_Velocity,Right_Ring_Tip_Acceleration,Right_Pinky_Knuckle_Position_X,Right_Pinky_Knuckle_Position_Y,Right_Pinky_Knuckle_Position_Z,Right_Pinky_Knuckle_Direction_X,Right_Pinky_Knuckle_Direction_Y,Right_Pinky_Knuckle_Direction_Z,Right_Pinky_Knuckle_Velocity,Right_Pinky_Knuckle_Acceleration,Right_Pinky_Middle_Position_X,Right_Pinky_Middle_Position_Y,Right_Pinky_Middle_Position_Z,Right_Pinky_Middle_Direction_X,Right_Pinky_Middle_Direction_Y,Right_Pinky_Middle_Direction_Z,Right_Pinky_Middle_Velocity,Right_Pinky_Middle_Acceleration,Right_Pinky_Distal_Position_X,Right_Pinky_Distal_Position_Y,Right_Pinky_Distal_Position_Z,Right_Pinky_Distal_Direction_X,Right_Pinky_Distal_Direction_Y,Right_Pinky_Distal_Direction_Z,Right_Pinky_Distal_Velocity,Right_Pinky_Distal_Acceleration,Right_Pinky_Tip_Position_X,Right_Pinky_Tip_Position_Y,Right_Pinky_Tip_Position_Z,Right_Pinky_Tip_Direction_X,Right_Pinky_Tip_Direction_Y,Right_Pinky_Tip_Direction_Z,Right_Pinky_Tip_Velocity,Right_Pinky_Tip_Acceleration
0,-0.1534415,0.1052759,-0.04504814,0.4770953,0.848174,0.2301771,0.2121125,2.757492,0.03733848,-0.02944986,-0.01546352,0.9134001,0.3867056,0.1271192,0.2422673,6.66049,0.06258132,-0.01876281,-0.01195043,0.8881876,0.4259735,0.1722482,0.005117881,2.274192,0.07917693,-0.01080357,-0.008732002,0.8881876,0.4259735,0.1722482,0.007377359,1.275403,0.0273549,0.01188755,-0.006574761,0.4743511,0.680209,0.5588442,0.2516292,2.755507,0.04131887,0.03191155,0.009876538,0.4634314,0.402314,0.7895409,0.009273159,0.7997304,0.05044506,0.03983417,0.02542466,0.4172945,0.1252639,0.9000968,0.007984955,2.689933,0.05687898,0.04176551,0.03930247,0.4172945,0.1252639,0.9000968,0.01220849,2.305627,0.01264136,0.01917893,-0.0002656281,0.590304,0.7041475,0.3946107,0.2468269,2.889426,0.03280239,0.04322825,0.01321184,0.6411399,0.5351707,0.5500292,0.01620038,0.2874914,0.04824549,0.05611897,0.02646041,0.6572432,0.3717123,0.6556382,0.007991833,0.1680719,0.05888247,0.06213483,0.0370714,0.6572432,0.3717123,0.6556382,0.001203093,0.3478597,-0.006641522,0.02157538,0.008321572,0.3704168,0.9280437,0.03907174,0.2386825,3.509313,0.005457178,0.05188778,0.009597935,0.3666929,0.9212487,0.1297597,0.004925217,2.012908,0.01213908,0.06867488,0.01196252,0.4231384,0.84846,0.3179156,0.0006477754,1.555363,0.01787776,0.08018176,0.01627412,0.4231384,0.84846,0.3179156,0.0007774977,1.849633,-0.02284066,0.01736571,0.0158851,0.04895648,0.9694763,0.2402484,0.2289905,4.124479,-0.02175543,0.03885616,0.02121077,0.07215649,0.9454876,0.3175647,0.002152031,0.862048,-0.02052641,0.05496128,0.02662009,0.1417528,0.8702393,0.4717943,0.006339691,0.5545259,-0.0187988,0.06556728,0.03237003,0.1417528,0.8702393,0.4717943,0.002480065,0.5106892,0.1604165,0.06436147,-0.1105563,-0.2301979,0.9693545,0.08579812,0.1214691,1.386531,-0.04141654,-0.01973257,-0.004110247,-0.6635432,0.7046429,0.2513745,0.104678,1.481647,-0.059158,-0.0008921549,0.002610862,-0.5208775,0.7653145,0.3781279,0.008685422,0.007821802,-0.06833737,0.01259492,0.009274565,-0.5208775,0.7653145,0.3781279,0.007735402,0.02390247,-0.02432124,0.01763609,-0.007389076,-0.2763855,0.9274299,0.2519627,0.130614,1.727787,-0.03235646,0.04459887,-6.383657E-05,-0.31714,0.785895,0.5308406,0.006714137,0.03182884,-0.03849158,0.05980211,0.01020536,-0.3744719,0.5637835,0.7361516,0.003980868,0.1523643,-0.04440307,0.06870212,0.02182645,-0.3744719,0.5637835,0.7361516,0.003845905,0.1765257,-0.00756748,0.02190367,-0.003676623,-0.2390065,0.9343519,0.2643151,0.1249978,1.515805,-0.01564354,0.05347566,0.005254649,-0.3975523,0.6861843,0.6091826,0.002330353,0.1495312,-0.02483772,0.06934515,0.01934329,-0.4929591,0.4015179,0.7718647,0.0005883817,0.1891887,-0.032381,0.07548926,0.03115451,-0.4929591,0.4015179,0.7718647,0.003794593,0.07883866,0.01236179,0.02010439,0.003738195,-0.325669,0.9228764,0.2055213,0.1195856,1.338134,0.001828715,0.04995307,0.01038546,-0.5454963,0.6336126,0.5486065,0.007734423,0.1152488,-0.008195445,0.06159664,0.02046693,-0.645851,0.3193636,0.6934576,0.0011143,0.04053817,-0.01695515,0.0659283,0.02987248,-0.645851,0.3193636,0.6934576,0.0007431356,0.1331893,0.02779049,0.0128031,0.01151797,-0.1165653,0.8918548,0.4370444,0.1131368,1.161943,0.02512158,0.03322337,0.02152472,-0.4623899,0.5567097,0.6901231,0.0008161215,0.08353408,0.01659818,0.04348559,0.03424611,-0.6254081,0.2908783,0.7240543,0.007490476,0.2376732,0.008495659,0.04725421,0.04362674,-0.6254081,0.2908783,0.7240543,0.006325663,0.2980866
1,-0.1564144,0.1074783,-0.04397117,0.4553415,0.8589087,0.2343934,0.1926698,1.053205,0.0379362,-0.02826602,-0.0158266,0.9022448,0.4121693,0.1267713,0.2098677,2.659232,0.06291714,-0.01685415,-0.0123169,0.8781834,0.4451286,0.1750852,0.002567442,0.384272,0.07939886,-0.008500218,-0.009031102,0.8781834,0.4451286,0.1750852,0.004152202,0.5764959,0.02705222,0.0125693,-0.006532334,0.4720775,0.6772962,0.5642808,0.2252822,2.459148,0.04093884,0.03249282,0.01006659,0.4655733,0.3871479,0.7958381,0.001096553,0.5184578,0.05013453,0.04013992,0.02578596,0.4201223,0.1077351,0.9010497,0.002963981,0.2510098,0.05663075,0.04180593,0.03971913,0.4201223,0.1077351,0.9010497,0.002251664,0.4978064,0.01218881,0.01946796,-0.0001172647,0.578725,0.7167075,0.3891122,0.220468,1.54018,0.0319171,0.04389984,0.013147,0.6352155,0.5431523,0.5490786,0.003236028,0.6482612,0.04719254,0.05696153,0.02635113,0.6553778,0.371336,0.6577157,0.00196135,0.3015487,0.05780784,0.06297625,0.03700449,0.6553778,0.371336,0.6577157,0.0006575699,0.02727711,-0.007179514,0.02140252,0.008400582,0.3508149,0.9354295,0.04360002,0.2108422,1.54528,0.004271328,0.05193578,0.009823591,0.3511111,0.9262652,0.1369459,0.001088943,0.1919537,0.01067489,0.0688292,0.01232122,0.4141638,0.8468768,0.3335685,0.0008029871,0.07225855,0.01630162,0.08033504,0.01685312,0.4141638,0.8468768,0.3335685,0.001201112,0.0988723,-0.02328715,0.0167671,0.01595044,0.01703763,0.9677053,0.2515083,0.1972896,2.365443,-0.02291052,0.03817525,0.02151436,0.04660603,0.9417297,0.3331268,0.002227388,0.2190417,-0.02212177,0.05411916,0.02715448,0.124572,0.8635771,0.4885867,0.005158035,0.05912577,-0.02061379,0.06457462,0.03307013,0.1245721,0.8635771,0.4885867,0.004007703,0.07646552,0.1615352,0.06556258,-0.1122304,-0.2254646,0.9708026,0.08190406,0.1172272,0.7608666,-0.04193199,-0.01984483,-0.00376384,-0.668087,0.6983432,0.2568595,0.0909983,1.054625,-0.05990853,-0.001053952,0.003147602,-0.52494,0.7608045,0.3815949,0.00850749,0.008933825,-0.06925102,0.01248644,0.009938926,-0.52494,0.7608045,0.3815949,0.0087235,0.04942146,-0.02414788,0.01778601,-0.007650495,-0.2784012,0.925633,0.2563133,0.1345452,0.9186181,-0.03222081,0.0446271,-0.0002180338,-0.320891,0.7798911,0.5374002,0.003752362,0.1480856,-0.03841303,0.0596767,0.01015233,-0.3800313,0.5574316,0.7381371,0.002400351,0.07900933,-0.04438441,0.06843544,0.02175047,-0.3800313,0.5574316,0.7381371,0.003674961,0.008510475,-0.007427186,0.02195862,-0.003766827,-0.230462,0.9316466,0.280931,0.1252552,0.7935132,-0.01521315,0.05343434,0.005724445,-0.3925441,0.6732318,0.6266325,0.0002629825,0.103398,-0.02429214,0.06900587,0.02021819,-0.4876543,0.3824803,0.7847943,0.0001154095,0.03514343,-0.0317062,0.07482102,0.0321506,-0.4876543,0.3824803,0.7847943,0.004900866,0.05531617,0.01241383,0.0200414,0.003807038,-0.3253313,0.9185575,0.2245265,0.1144861,0.7477728,0.001914725,0.04968586,0.01105345,-0.5482767,0.6144253,0.5673395,0.003514364,0.2110488,-0.008153602,0.06096912,0.0214725,-0.6467699,0.2909493,0.7050089,0.0006177988,0.02484816,-0.01690888,0.06490766,0.03101683,-0.6467699,0.2909493,0.7050089,0.001288943,0.1015754,0.0277475,0.01263204,0.01173237,-0.1303245,0.8832883,0.4503527,0.1042703,0.7557666,0.02475186,0.03293715,0.02208516,-0.4753166,0.5355539,0.6980375,0.004584792,0.1884597,0.01589692,0.04291528,0.03509001,-0.6349359,0.2632449,0.7263323,0.009853275,0.1181524,0.007606938,0.04635286,0.04457377,-0.6349359,0.2632449,0.7263323,0.005060231,0.06332544
2,-0.1591984,0.1094839,-0.04311687,0.4381325,0.8663858,0.2396157,0.1767977,0.8803263,0.03890491,-0.02702712,-0.01710269,0.8935388,0.4311096,0.1254325,0.1870838,3.185268,0.06373917,-0.0150449,-0.01361628,0.8658614,0.4641685,0.1866336,0.005293676,0.136355,0.07993505,-0.006362602,-0.01012499,0.8658614,0.4641685,0.1866336,0.003141502,0.3647145,0.02657916,0.01344103,-0.006946828,0.4701948,0.7059392,0.5296857,0.2184095,1.699689,0.04032541,0.03408135,0.00854158,0.4845827,0.4179884,0.7684175,0.008895648,0.3899481,0.04985196,0.04229967,0.02365016,0.4533004,0.1148369,0.8839295,0.004531086,0.3747056,0.0568357,0.0440698,0.03726954,0.4533004,0.1148369,0.8839295,0.002779577,0.251518,0.0116923,0.01978207,-4.58993E-05,0.5683504,0.7342508,0.3712866,0.2061538,0.9364075,0.03104387,0.0447832,0.01259762,0.640127,0.5501477,0.5362602,0.001957065,0.06423125,0.04637783,0.05796231,0.02544471,0.6674252,0.3621289,0.6506969,0.00461249,0.1325198,0.05709472,0.0637773,0.0358935,0.6674252,0.3621289,0.6506969,0.006993503,0.3824981,-0.007549226,0.02102175,0.008882228,0.3483009,0.9354641,0.05994818,0.1895446,1.422451,0.003721789,0.05129208,0.01082172,0.3667705,0.9138539,0.1742144,0.01410606,0.6508658,0.01035757,0.06782503,0.01397304,0.4382595,0.8186083,0.3712271,0.00733327,0.4067594,0.01629677,0.0789181,0.01900325,0.4382595,0.8186083,0.3712271,0.001750501,0.1475083,-0.02342406,0.0157143,0.01683455,-0.0311757,0.9584906,0.2834151,0.1765058,2.53425,-0.02410182,0.03658648,0.02300653,0.008114666,0.9276884,0.3732674,0.01732076,0.7546403,-0.02396558,0.05206755,0.02923602,0.1029513,0.8425585,0.5286742,0.01212609,0.3484032,-0.02273518,0.06213126,0.03555093,0.1029513,0.8425585,0.5286742,0.008140426,0.2066138,0.1621134,0.06691208,-0.1135986,-0.222016,0.9720026,0.07694112,0.1003425,1.596531,-0.04242983,-0.02015168,-0.00348828,-0.6734477,0.6905065,0.2639496,0.0756224,1.438073,-0.06059833,-0.001522996,0.003632635,-0.5279588,0.7536429,0.3915128,0.003533006,0.2487503,-0.0700207,0.01192714,0.01061989,-0.5279588,0.7536429,0.3915128,0.002471806,0.3126446,-0.02398884,0.01790907,-0.007986791,-0.2784126,0.9259502,0.2551524,0.1185044,1.533046,-0.03205982,0.0447518,-0.0005900562,-0.324515,0.7767237,0.5398058,0.0004064422,0.1673617,-0.03830752,0.05970561,0.009802483,-0.3862659,0.5501953,0.7403268,0.002235153,0.008252043,-0.04436049,0.06832745,0.02140371,-0.3862659,0.5501953,0.7403268,0.002114541,0.07805794,-0.007305682,0.02199538,-0.003905274,-0.2251642,0.9289864,0.2937439,0.108182,1.573654,-0.01491319,0.0533824,0.006019272,-0.3919121,0.6620596,0.6388131,6.867277E-05,0.01655647,-0.02397865,0.06869661,0.02079575,-0.4873042,0.3648678,0.7933512,9.090014E-05,0.002162915,-0.0313663,0.07422807,0.03282302,-0.4873042,0.3648678,0.7933512,0.002200011,0.1350467,0.0124488,0.01997872,0.003889188,-0.3292883,0.9131178,0.2403864,0.09599309,1.648778,0.00185132,0.04936532,0.01162535,-0.5554335,0.5929445,0.5830188,0.004506398,0.04962118,-0.008365482,0.06027196,0.0223494,-0.6512892,0.259342,0.7131369,0.001501167,0.1059581,-0.01719208,0.06378662,0.03201401,-0.6512892,0.259342,0.7131369,0.000747767,0.1018705,0.02766936,0.01247662,0.01200005,-0.1401067,0.8767892,0.4600122,0.08495657,1.745326,0.0244384,0.0326957,0.02260808,-0.4865754,0.5188184,0.7029026,0.003615042,0.04845082,0.01530339,0.04243597,0.03580429,-0.6442948,0.2405438,0.7259635,0.007167351,0.1342852,0.006824553,0.04560145,0.04535778,-0.6442948,0.2405438,0.7259635,0.005144704,0.004772081
3,-0.1616856,0.1107005,-0.04228727,0.4250022,0.8678703,0.2572444,0.1445186,2.108483,0.04009452,-0.02569597,-0.01941661,0.8896078,0.4408914,0.1192187,0.1610712,3.430109,0.06530899,-0.01319942,-0.01603779,0.8591077,0.4769343,0.1856553,0.02750454,1.110518,0.08167882,-0.004111335,-0.01250041,0.8591077,0.4769343,0.1856553,0.0174788,1.03102,0.02589729,0.01444706,-0.007641319,0.4776659,0.7366621,0.4787111,0.1936551,1.818817,0.03961695,0.03560833,0.006110508,0.5303231,0.4649636,0.7089191,0.02564681,0.8375345,0.04990997,0.04463436,0.01987212,0.5375772,0.15321,0.8291789,0.01249953,0.398462,0.05810358,0.04697006,0.03251198,0.5375772,0.15321,0.8291789,0.008215392,0.2717702,0.0111634,0.02005952,0.0001845323,0.5272595,0.7825006,0.3311956,0.1764403,2.193493,0.02880993,0.04624885,0.01127164,0.61777,0.6170633,0.4874355,0.02902421,1.353465,0.0432334,0.06065614,0.02265465,0.6677933,0.4291523,0.6081783,0.03032223,1.285509,0.05359608,0.06731565,0.03209424,0.6677933,0.4291523,0.6081783,0.0269226,0.996393,-0.007673994,0.02034957,0.01011711,0.3254042,0.9438236,0.05752797,0.1686767,3.528256,0.002713099,0.05047631,0.01195436,0.3435753,0.9234212,0.1710255,0.02193969,0.3917308,0.008945346,0.06722752,0.01505746,0.4321352,0.8267106,0.3602907,0.002441785,0.488718,0.01486371,0.0785507,0.01999253,0.4321352,0.8267106,0.3602907,0.007273667,0.4512914,-0.02316378,0.01422375,0.01874334,-0.09138706,0.9490834,0.3014786,0.1770099,4.320562,-0.02512087,0.03455678,0.02520272,-0.0493716,0.9218515,0.384386,0.01760834,0.01499115,-0.02594405,0.0499296,0.03161335,0.05972272,0.8438229,0.5332881,0.0005894112,0.576912,-0.025231,0.0600046,0.037981,0.05972272,0.8438229,0.5332881,0.0002333043,0.3954778,0.1622157,0.06803431,-0.1144015,-0.2187342,0.9730017,0.07364302,0.06918518,1.932572,-0.04282419,-0.02036056,-0.003483661,-0.6760006,0.6861916,0.2686352,0.06238632,1.229736,-0.06110919,-0.001799911,0.003782608,-0.5265524,0.7488821,0.4023908,0.0035234,0.0006012623,-0.07052462,0.01159108,0.01097787,-0.5265524,0.7488821,0.4023908,0.0017228,0.03746214,-0.02386042,0.01800101,-0.008220464,-0.2816827,0.9246216,0.2563782,0.08065471,2.192713,-0.0320172,0.04477558,-0.0007964373,-0.3297974,0.7717041,0.5437892,0.001604695,0.05996735,-0.038348,0.05958925,0.009642161,-0.3940734,0.5393518,0.7441815,0.002818048,0.02918251,-0.04450335,0.06801383,0.02126614,-0.3940734,0.5393518,0.7441815,0.002531247,0.0208333,-0.007188022,0.02201882,-0.004003286,-0.2216977,0.9273567,0.30143,0.07370064,2.022995,-0.01467586,0.05334032,0.006177545,-0.3918136,0.6549422,0.6461681,0.0005643642,0.03158524,-0.02373631,0.06848547,0.0211198,-0.4871653,0.3517391,0.7993433,0.0003379249,0.02131961,-0.03110816,0.07380804,0.03321558,-0.4871653,0.3517391,0.7993433,0.001400131,0.04008109,0.01248594,0.01992189,0.003955051,-0.3304758,0.9098356,0.2509685,0.06515047,1.895231,0.001877293,0.04912861,0.01201138,-0.5580784,0.581893,0.5915652,0.004082086,0.02128344,-0.008381903,0.05982561,0.02288617,-0.6537649,0.2428789,0.71666,0.0005508888,0.1025995,-0.0172476,0.06311926,0.03260478,-0.6537649,0.2428789,0.71666,0.0004310179,0.01594504,0.02761108,0.01234615,0.01222612,-0.1445742,0.872758,0.4662529,0.05740936,1.807947,0.02427694,0.03247356,0.02297876,-0.4929972,0.5093231,0.7053678,7.221012E-05,0.1771508,0.01498514,0.04207304,0.0362732,-0.6500923,0.2260697,0.7254465,0.003680022,0.174286,0.006397486,0.0450594,0.0458563,-0.6500924,0.2260697,0.7254465,0.002505854,0.1318802
